,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Day,Time_Range
390,23/11/2015,22,indian,female,fat,40-50,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,5,8,no,Monday,night
391,23/11/2015,22,foreigner ,female,fat,30-40,no,no_kids,big,blue,casual,grey,short_sleeve,blue,long,clothes,6,10,no,Monday,night
392,23/11/2015,23,indian,male,fat,40-50,no,no_kids,big,pink,casual,green,short_sleeve,black,long,blankets,6,8,no,Monday,night
393,23/11/2015,23,indian,male,moderate,50-60,no,no_kids,big,red,casual,blue,short_sleeve,red,short,clothes,5,7,no,Monday,night
394,23/11/2015,23,indian,male,moderate,30-40,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,3,7,yes,Monday,night
395,23/11/2015,23,chinese,male,fat,40-50,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,3,9,no,Monday,night
396,24/11/2015,7,chinese,male,thin,40-50,yes,young,big,blue,formal,white,long sleeve,black,long,blankets,5,7,yes,Tuesday,midnight
397,24/11/2015,9,foreigner ,female,fat,30-40,no,no_kids,big,brown,casual,blue,short_sleeve,black,long,clothes,4,8,no,Tuesday,morning
398,24/11/2015,10,indian,female,moderate,40-50,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,6,10,no,Tuesday,morning
399,24/11/2015,10,chinese,male,fat,50-60,no,no_kids,big,black,casual,orange,long sleeve,black,short,blankets,4,10,no,Tuesday,morning
400,24/11/2015,11,indian,male,fat,40-50,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,8,no,Tuesday,morning
401,24/11/2015,11,indian,female,fat,40-50,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no,Tuesday,morning
402,24/11/2015,12,chinese,female,fat,30-40,no,no_kids,big,blue,casual,red,short_sleeve,purple,long,blankets,4,9,no,Tuesday,morning
403,24/11/2015,12,indian,male,fat,50-60,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,blankets,5,10,no,Tuesday,morning
404,24/11/2015,14,indian,male,thin,50-60,no,no_kids,big,green,casual,white,short_sleeve,black,long,clothes,4,8,no,Tuesday,afternoon
405,24/11/2015,16,indian,male,moderate,20-30,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes,Tuesday,afternoon
406,24/11/2015,16,foreigner ,male,moderate,50-60,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,4,9,no,Tuesday,afternoon
407,24/11/2015,20,indian,male,thin,30-40,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no,Tuesday,night
408,24/11/2015,20,indian,male,fat,30-40,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,5,7,no,Tuesday,night
409,24/11/2015,20,chinese,male,fat,30-40,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes,Tuesday,night
410,24/11/2015,21,indian,male,fat,40-50,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,yes,Tuesday,night
411,24/11/2015,22,foreigner ,male,moderate,30-40,yes,baby,big,grey,casual,orange,short_sleeve,black,long,clothes,6,9,no,Tuesday,night
412,24/11/2015,22,indian,female,moderate,40-50,no,no_kids,big,green,casual,green,short_sleeve,red,long,clothes,5,9,no,Tuesday,night
413,24/11/2015,22,indian,female,moderate,40-50,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no,Tuesday,night
414,25/11/2015,14,indian,female,thin,30-40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,Wednesday,afternoon
415,25/11/2015,14,chinese,male,fat,50-60,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no,Wednesday,afternoon
416,25/11/2015,15,indian,female,fat,30-40,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no,Wednesday,afternoon
417,25/11/2015,16,indian,female,thin,50-60,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,10,no,Wednesday,afternoon
418,25/11/2015,16,indian,male,fat,30-40,no,no_kids,big,red,casual,black,short_sleeve,black,long,clothes,5,9,no,Wednesday,afternoon
419,25/11/2015,16,chinese,male,moderate,30-40,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no,Wednesday,afternoon
420,25/11/2015,17,foreigner ,male,thin,50-60,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,5,10,no,Wednesday,afternoon
421,25/11/2015,17,chinese,female,thin,40-50,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,7,no,Wednesday,afternoon
422,25/11/2015,18,foreigner ,female,thin,40-50,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,4,8,no,Wednesday,afternoon
423,25/11/2015,21,chinese,female,thin,30-40,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no,Wednesday,night
424,25/11/2015,21,chinese,male,thin,40-50,no,no_kids,big,blue,casual,green,short_sleeve,black,short,blankets,5,8,no,Wednesday,night
425,25/11/2015,21,foreigner ,female,moderate,40-50,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,clothes,3,9,yes,Wednesday,night
426,25/11/2015,21,indian,female,fat,30-40,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no,Wednesday,night
427,25/11/2015,21,chinese,female,moderate,50-60,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,Wednesday,night
428,25/11/2015,22,indian,male,fat,30-40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no,Wednesday,night
429,25/11/2015,22,chinese,male,thin,40-50,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,7,no,Wednesday,night
430,25/11/2015,22,foreigner ,female,thin,40-50,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no,Wednesday,night
431,25/11/2015,22,chinese,female,moderate,30-40,yes,young,big,white,casual,green,short_sleeve,pink,short,blankets,5,7,no,Wednesday,night
432,25/11/2015,22,indian,female,fat,40-50,no,young,big,black,casual,black,short_sleeve,blue,long,blankets,5,7,no,Wednesday,night
433,25/11/2015,23,chinese,male,moderate,40-50,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,9,no,Wednesday,night
434,26/11/2015,1,foreigner ,female,moderate,30-40,no,no_kids,big,orange,casual,white,short_sleeve,purple,short,clothes,4,7,no,Thursday,midnight
435,26/11/2015,1,foreigner ,female,thin,40-50,no,no_kids,big,red,casual,brown,short_sleeve,pink,short,clothes,5,9,no,Thursday,midnight
436,26/11/2015,1,indian,female,thin,40-50,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,Thursday,midnight
437,26/11/2015,3,chinese,male,thin,50-60,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,4,9,no,Thursday,midnight
438,26/11/2015,7,foreigner ,male,moderate,40-50,no,no_kids,small,white,casual,white,short_sleeve,green,long,blankets,5,10,no,Thursday,midnight
439,26/11/2015,9,indian,male,moderate,30-40,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,4,8,yes,Thursday,morning
440,26/11/2015,9,foreigner ,male,moderate,30-40,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,6,8,no,Thursday,morning
441,26/11/2015,10,indian,male,moderate,40-50,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,5,8,no,Thursday,morning
442,26/11/2015,10,chinese,male,thin,20-30,no,no_kids,big,white,casual,green,long sleeve,black,long,clothes,5,8,no,Thursday,morning
443,26/11/2015,12,indian,male,moderate,30-40,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,6,7,no,Thursday,morning
444,26/11/2015,16,indian,female,fat,30-40,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,4,10,no,Thursday,afternoon
445,26/11/2015,18,foreigner ,female,moderate,30-40,no,no_kids,big,yellow,casual,purple,short_sleeve,white,long,clothes,5,7,no,Thursday,afternoon
446,26/11/2015,19,indian,male,fat,40-50,no,no_kids,big,yellow,casual,orange,short_sleeve,black,long,blankets,4,7,no,Thursday,afternoon
447,26/11/2015,19,indian,female,moderate,30-40,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,3,7,no,Thursday,afternoon
448,26/11/2015,19,chinese,female,fat,20-30,no,no_kids,big,blue,casual,grey,short_sleeve,brown,short,clothes,3,7,no,Thursday,afternoon
449,26/11/2015,22,chinese,male,fat,40-50,no,no_kids,big,orange,casual,blue,long sleeve,red,short,clothes,5,10,no,Thursday,night
450,26/11/2015,22,malay,female,fat,30-40,no,no_kids,big,blue,casual,black,long sleeve,black,long,clothes,3,7,no,Thursday,night
451,26/11/2015,23,foreigner ,male,moderate,40-50,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,6,10,no,Thursday,night
452,26/11/2015,23,chinese,female,thin,40-50,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,6,8,yes,Thursday,night
453,26/11/2015,23,indian,male,moderate,40-50,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,Thursday,night
454,26/11/2015,23,malay,female,fat,40-50,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,4,10,no,Thursday,night
455,26/11/2015,23,malay,female,thin,50-60,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,4,9,no,Thursday,night
456,27/11/2015,8,chinese,female,moderate,40-50,no,no_kids,big,green,casual,orange,short_sleeve,blue,short,clothes,4,10,no,Friday,morning
457,27/11/2015,8,malay,female,thin,30-40,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,3,8,no,Friday,morning
458,27/11/2015,8,foreigner ,male,thin,40-50,no,no_kids,big,grey,formal,white,short_sleeve,blue,long,blankets,4,9,no,Friday,morning
459,27/11/2015,8,chinese,female,moderate,50-60,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,4,7,no,Friday,morning
460,27/11/2015,9,indian,male,thin,30-40,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,Friday,morning
461,27/11/2015,9,indian,female,fat,30-40,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no,Friday,morning
462,27/11/2015,9,indian,male,thin,50-60,no,no_kids,big,red,casual,white,short_sleeve,red,short,clothes,6,10,no,Friday,morning
463,27/11/2015,10,malay,female,moderate,40-50,no,no_kids,big,white,casual,brown,short_sleeve,blue,long,clothes,6,10,no,Friday,morning
464,27/11/2015,11,foreigner ,female,thin,30-40,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,6,10,no,Friday,morning
465,27/11/2015,11,foreigner ,female,fat,50-60,no,no_kids,big,white,casual,green,long sleeve,blue,long,blankets,4,9,no,Friday,morning
466,27/11/2015,12,chinese,male,moderate,50-60,no,no_kids,big,yellow,traditional,orange,long sleeve,black,long,blankets,4,8,yes,Friday,morning
467,27/11/2015,12,indian,male,moderate,40-50,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,5,9,no,Friday,morning
468,27/11/2015,12,chinese,female,thin,30-40,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no,Friday,morning
469,27/11/2015,13,chinese,female,fat,50-60,no,no_kids,big,red,casual,brown,long sleeve,red,long,clothes,3,9,no,Friday,afternoon
470,27/11/2015,13,indian,female,thin,20-30,no,no_kids,big,blue,casual,blue,short_sleeve,purple,short,clothes,5,9,no,Friday,afternoon
471,27/11/2015,14,indian,female,moderate,40-50,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,5,8,no,Friday,afternoon
472,27/11/2015,14,indian,male,moderate,40-50,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,10,no,Friday,afternoon
473,27/11/2015,14,indian,male,moderate,30-40,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no,Friday,afternoon
474,27/11/2015,14,chinese,female,fat,30-40,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no,Friday,afternoon
475,27/11/2015,15,chinese,male,moderate,30-40,no,no_kids,big,white,casual,yellow,short_sleeve,black,long,clothes,3,9,no,Friday,afternoon
476,27/11/2015,15,foreigner ,female,moderate,30-40,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,6,8,yes,Friday,afternoon
477,27/11/2015,15,chinese,male,thin,40-50,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes,Friday,afternoon
478,27/11/2015,16,chinese,male,thin,50-60,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,6,8,no,Friday,afternoon
479,27/11/2015,16,chinese,female,thin,50-60,no,no_kids,big,orange,casual,white,short_sleeve,blue,long,blankets,6,8,yes,Friday,afternoon
480,27/11/2015,17,chinese,male,thin,40-50,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,5,9,no,Friday,afternoon
481,27/11/2015,17,chinese,male,moderate,30-40,no,no_kids,big,red,casual,white,short_sleeve,blue,long,blankets,3,7,no,Friday,afternoon
482,27/11/2015,17,chinese,male,thin,20-30,no,no_kids,big,red,casual,black,short_sleeve,black,short,blankets,6,9,yes,Friday,afternoon
483,27/11/2015,17,indian,female,moderate,40-50,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,Friday,afternoon
484,27/11/2015,17,indian,female,moderate,30-40,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,Friday,afternoon
485,27/11/2015,17,malay,female,thin,20-30,no,no_kids,big,orange,traditional,black,long sleeve,black,long,blankets,3,10,no,Friday,afternoon
486,27/11/2015,18,indian,male,fat,30-40,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,Friday,afternoon
487,27/11/2015,18,indian,female,moderate,20-30,no,no_kids,big,purple,casual,white,long sleeve,black,long,blankets,3,7,no,Friday,afternoon
488,27/11/2015,18,chinese,male,thin,40-50,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,Friday,afternoon
489,27/11/2015,18,chinese,female,moderate,30-40,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,Friday,afternoon
490,27/11/2015,18,chinese,male,fat,30-40,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,Friday,afternoon
491,27/11/2015,19,indian,female,thin,30-40,no,no_kids,big,grey,casual,black,short_sleeve,grey,long,blankets,6,9,no,Friday,afternoon
492,27/11/2015,19,chinese,male,moderate,40-50,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,Friday,afternoon
493,27/11/2015,20,foreigner ,female,moderate,30-40,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,Friday,night
494,27/11/2015,20,foreigner ,female,fat,30-40,no,no_kids,big,white,casual,white,long sleeve,red,long,clothes,3,10,no,Friday,night
495,27/11/2015,20,indian,female,thin,40-50,no,no_kids,big,purple,casual,black,short_sleeve,black,long,clothes,4,9,no,Friday,night
496,27/11/2015,20,indian,female,fat,50-60,no,no_kids,big,purple,casual,white,short_sleeve,black,long,blankets,5,8,no,Friday,night
497,27/11/2015,20,chinese,female,thin,40-50,no,no_kids,big,red,casual,white,short_sleeve,blue,long,clothes,6,9,no,Friday,night
498,27/11/2015,20,foreigner ,female,thin,40-50,yes,young,big,purple,casual,white,short_sleeve,blue,long,clothes,3,10,no,Friday,night
499,27/11/2015,21,chinese,female,fat,20-30,yes,young,big,red,casual,black,short_sleeve,black,long,blankets,5,7,yes,Friday,night
500,27/11/2015,21,foreigner ,female,fat,30-40,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,3,8,no,Friday,night
501,27/11/2015,21,malay,female,fat,50-60,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,5,10,yes,Friday,night
502,27/11/2015,21,malay,female,fat,20-30,yes,young,big,pink,traditional,grey,long sleeve,grey,long,blankets,6,9,yes,Friday,night
503,27/11/2015,21,chinese,male,moderate,40-50,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,6,8,no,Friday,night
504,27/11/2015,21,chinese,male,fat,30-40,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes,Friday,night
505,27/11/2015,21,indian,female,fat,50-60,no,young,big,pink,casual,white,short_sleeve,black,long,blankets,4,10,no,Friday,night
506,27/11/2015,21,foreigner ,female,moderate,30-40,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,10,no,Friday,night
507,27/11/2015,21,indian,female,thin,30-40,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,3,8,yes,Friday,night
508,27/11/2015,21,malay,female,fat,40-50,yes,young,big,red,casual,red,long sleeve,black,long,blankets,3,7,no,Friday,night
509,27/11/2015,21,foreigner ,female,fat,20-30,yes,toddler,big,red,traditional,white,long sleeve,white,long,blankets,6,7,yes,Friday,night
510,27/11/2015,21,malay,female,moderate,40-50,yes,young,big,red,casual,black,long sleeve,grey,long,blankets,5,8,no,Friday,night
511,27/11/2015,22,chinese,male,fat,30-40,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,3,7,yes,Friday,night
512,27/11/2015,22,chinese,male,moderate,30-40,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,5,8,no,Friday,night
513,27/11/2015,22,chinese,male,fat,40-50,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes,Friday,night
514,27/11/2015,22,indian,female,fat,30-40,no,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,no,Friday,night
515,27/11/2015,22,indian,female,fat,40-50,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,7,no,Friday,night
516,27/11/2015,22,chinese,male,moderate,50-60,no,no_kids,big,purple,casual,green,short_sleeve,black,long,clothes,4,8,no,Friday,night
517,27/11/2015,22,chinese,male,thin,40-50,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,6,9,no,Friday,night
518,27/11/2015,22,chinese,female,moderate,30-40,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,4,10,no,Friday,night
519,27/11/2015,22,indian,male,thin,50-60,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,Friday,night
520,27/11/2015,22,indian,male,thin,50-60,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,7,no,Friday,night
521,27/11/2015,22,indian,male,thin,40-50,no,no_kids,big,pink,casual,white,short_sleeve,red,long,clothes,6,10,no,Friday,night
522,27/11/2015,22,foreigner ,female,fat,50-60,no,no_kids,big,grey,casual,black,long sleeve,black,long,blankets,5,9,no,Friday,night
523,27/11/2015,22,indian,female,moderate,50-60,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,yes,Friday,night
524,27/11/2015,23,foreigner ,male,moderate,30-40,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no,Friday,night
525,27/11/2015,23,chinese,male,thin,20-30,no,no_kids,big,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,Friday,night
526,27/11/2015,23,indian,male,moderate,20-30,no,no_kids,big,purple,casual,green,short_sleeve,black,short,blankets,5,9,no,Friday,night
527,27/11/2015,23,foreigner ,female,fat,40-50,yes,young,big,grey,casual,black,short_sleeve,black,long,blankets,5,8,no,Friday,night
528,27/11/2015,23,indian,male,fat,30-40,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no,Friday,night
529,27/11/2015,23,chinese,female,moderate,30-40,yes,young,big,orange,casual,green,short_sleeve,pink,short,blankets,3,7,no,Friday,night
530,27/11/2015,23,indian,female,fat,40-50,yes,young,big,black,casual,black,short_sleeve,blue,long,clothes,6,7,no,Friday,night
531,27/11/2015,23,chinese,female,thin,50-60,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,Friday,night
532,27/11/2015,23,foreigner ,female,moderate,20-30,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,8,no,Friday,night
533,27/11/2015,23,foreigner ,female,moderate,30-40,no,no_kids,big,orange,casual,pink,short_sleeve,pink,long,clothes,5,10,no,Friday,night
534,27/11/2015,23,foreigner ,female,thin,30-40,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,Friday,night
535,27/11/2015,23,chinese,male,thin,40-50,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no,Friday,night
536,28/11/2015,0,chinese,female,moderate,20-30,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,3,7,no,Saturday,midnight
537,28/11/2015,0,indian,female,moderate,20-30,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,Saturday,midnight
538,28/11/2015,0,indian,female,moderate,40-50,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no,Saturday,midnight
539,28/11/2015,0,indian,female,thin,30-40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,6,7,no,Saturday,midnight
540,28/11/2015,0,chinese,male,fat,50-60,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,9,no,Saturday,midnight
541,28/11/2015,0,indian,female,fat,40-50,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,9,no,Saturday,midnight
542,28/11/2015,0,indian,female,thin,20-30,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no,Saturday,midnight
543,28/11/2015,0,chinese,male,thin,40-50,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no,Saturday,midnight
544,28/11/2015,0,chinese,male,thin,30-40,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no,Saturday,midnight
545,28/11/2015,0,indian,male,thin,30-40,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,10,no,Saturday,midnight
546,28/11/2015,0,malay,female,fat,30-40,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,blankets,3,9,no,Saturday,midnight
547,28/11/2015,0,indian,female,thin,30-40,yes,young,big,orange,formal,red,short_sleeve,grey,long,blankets,6,9,no,Saturday,midnight
548,28/11/2015,0,indian,male,moderate,30-40,no,no_kids,big,pink,casual,purple,short_sleeve,blue,long,blankets,6,8,yes,Saturday,midnight
549,28/11/2015,0,chinese,female,fat,30-40,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no,Saturday,midnight
550,28/11/2015,1,malay,male,moderate,40-50,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no,Saturday,midnight
551,28/11/2015,1,chinese,male,moderate,30-40,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,yes,Saturday,midnight
552,28/11/2015,1,indian,male,thin,40-50,no,no_kids,big,pink,casual,black,short_sleeve,black,long,blankets,4,7,yes,Saturday,midnight
553,28/11/2015,1,indian,female,fat,50-60,no,no_kids,big,blue,traditional,grey,short_sleeve,white,long,clothes,5,10,no,Saturday,midnight
554,28/11/2015,1,chinese,female,moderate,40-50,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,Saturday,midnight
555,28/11/2015,1,chinese,female,thin,40-50,no,no_kids,big,grey,casual,black,short_sleeve,white,short,clothes,5,9,yes,Saturday,midnight
556,28/11/2015,1,indian,male,fat,20-30,no,no_kids,big,orange,casual,white,short_sleeve,white,long,clothes,3,7,yes,Saturday,midnight
557,28/11/2015,3,foreigner ,male,fat,40-50,no,no_kids,big,red,casual,red,short_sleeve,black,long,blankets,6,7,no,Saturday,midnight
558,28/11/2015,4,chinese,female,moderate,30-40,no,no_kids,big,pink,casual,pink,short_sleeve,pink,long,clothes,5,10,yes,Saturday,midnight
559,28/11/2015,4,chinese,female,moderate,30-40,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no,Saturday,midnight
560,28/11/2015,4,indian,female,moderate,40-50,no,no_kids,big,orange,casual,red,short_sleeve,red,short,clothes,3,9,no,Saturday,midnight
561,28/11/2015,4,indian,female,moderate,40-50,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,10,no,Saturday,midnight
562,28/11/2015,4,chinese,female,thin,40-50,no,no_kids,big,red,casual,black,long sleeve,blue,long,clothes,4,8,no,Saturday,midnight
563,28/11/2015,4,indian,male,thin,50-60,no,no_kids,big,white,casual,blue,short_sleeve,blue,long,blankets,5,7,no,Saturday,midnight
564,28/11/2015,5,indian,male,moderate,40-50,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no,Saturday,midnight
565,28/11/2015,5,chinese,female,moderate,50-60,no,no_kids,big,red,casual,black,long sleeve,blue,long,clothes,4,8,no,Saturday,midnight
566,28/11/2015,8,chinese,female,fat,50-60,no,no_kids,big,pink,casual,blue,short_sleeve,black,long,clothes,6,10,no,Saturday,morning
567,28/11/2015,8,chinese,male,fat,30-40,yes,young,big,red,casual,brown,short_sleeve,blue,long,clothes,3,10,no,Saturday,morning
568,28/11/2015,8,indian,male,fat,20-30,no,no_kids,big,green,casual,yellow,short_sleeve,blue,long,clothes,3,7,no,Saturday,morning
569,28/11/2015,8,indian,male,fat,20-30,no,no_kids,big,red,casual,orange,short_sleeve,grey,long,clothes,4,7,yes,Saturday,morning
570,28/11/2015,8,foreigner ,male,moderate,50-60,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,blankets,4,8,yes,Saturday,morning
571,28/11/2015,8,indian,male,fat,30-40,yes,young,big,blue,casual,red,short_sleeve,blue,long,blankets,4,10,no,Saturday,morning
572,28/11/2015,9,foreigner ,male,fat,40-50,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,5,7,no,Saturday,morning
573,28/11/2015,9,foreigner ,male,moderate,30-40,no,no_kids,big,white,casual,white,short_sleeve,blue,long,blankets,3,7,no,Saturday,morning
574,28/11/2015,9,chinese,male,fat,30-40,yes,young,big,orange,casual,white,short_sleeve,blue,short,clothes,3,8,yes,Saturday,morning
575,28/11/2015,9,malay,female,fat,30-40,yes,toddler,big,red,casual,red,short_sleeve,grey,long,clothes,3,8,no,Saturday,morning
576,28/11/2015,9,malay,female,moderate,30-40,no,no_kids,big,black,casual,pink,long sleeve,blue,long,clothes,5,7,no,Saturday,morning
577,28/11/2015,10,chinese,male,moderate,30-40,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,6,8,no,Saturday,morning
578,28/11/2015,10,indian,female,fat,30-40,no,no_kids,big,green,casual,black,short_sleeve,grey,long,clothes,6,10,no,Saturday,morning
579,28/11/2015,10,chinese,male,thin,30-40,no,no_kids,big,green,casual,grey,short_sleeve,black,long,blankets,6,9,no,Saturday,morning
580,28/11/2015,10,chinese,female,thin,50-60,no,no_kids,big,white,casual,blue,short_sleeve,blue,long,blankets,6,7,yes,Saturday,morning
581,28/11/2015,11,malay,female,fat,40-50,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,6,9,yes,Saturday,morning
582,28/11/2015,11,malay,female,fat,40-50,no,no_kids,big,purple,traditional,red,long sleeve,red,long,blankets,5,7,yes,Saturday,morning
583,28/11/2015,11,indian,female,fat,30-40,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no,Saturday,morning
584,28/11/2015,11,indian,female,moderate,40-50,yes,baby,big,white,casual,blue,short_sleeve,brown,short,clothes,3,9,no,Saturday,morning
585,28/11/2015,11,chinese,female,fat,40-50,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,8,no,Saturday,morning
586,28/11/2015,11,indian,female,fat,30-40,yes,young,big,red,casual,purple,short_sleeve,black,long,clothes,4,8,no,Saturday,morning
